City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,tavernes de la valldigna,39.0667,-0.2667,26.03,78,0,2.55,ES,1697128618
83,taro,-8.3862,115.28,23.0,96,94,0.26,ID,1697128619
84,carnarvon,-24.8667,113.6333,24.04,61,89,5.6,AU,1697128619
85,san mariano,7.5,126.0,23.52,94,100,0.95,PH,1697128619
86,albany,42.6001,-73.9662,18.86,58,28,0.89,US,1697128619
87,yingkou,40.6648,122.2283,16.95,74,100,2.91,CN,1697128620
88,pandan,14.0453,124.1694,26.7,87,76,2.17,PH,1697128620
89,nadvoitsy,63.8667,34.3167,3.93,78,88,7.82,RU,1697128620
90,daru,-9.0763,143.2092,24.94,92,100,5.4,PG,1697128620
91,xilin hot,43.9667,116.0333,7.79,71,99,2.01,CN,1697128621
92,radhanpur,23.8333,71.6,29.38,54,0,2.03,IN,1697128621
93,kerikeri,-35.2268,173.9474,6.62,91,12,1.71,NZ,1697128621
94,campbellton,48.0075,-66.6727,13.25,62,83,1.89,CA,1697128622
95,acarau,-2.8856,-40.12,30.83,59,55,8.02,BR,1697128622
96,grytviken,-54.2811,-36.5092,-1.49,93,97,2.0,GS,1697128622
97,praia da vitoria,38.7333,-27.0667,23.2,68,20,5.07,PT,1697128622
98,ilulissat,69.2167,-51.1,-3.99,54,40,5.66,GL,1697128623
99,argo,37.6333,22.7333,19.88,51,2,1.42,GR,1697128623
100,neverkino,52.7854,46.7417,8.5,30,100,9.87,RU,1697128623
101,idil,37.3411,41.8895,22.96,33,20,3.6,TR,1697128615
102,dudinka,69.4058,86.1778,1.49,93,99,6.71,RU,1697128624
103,san pedro,14.35,121.0167,27.57,91,20,1.34,PH,1697128624
104,laguna,38.421,-121.4238,20.72,66,0,3.09,US,1697128624
105,nova xavantina,-14.6667,-52.35,38.49,24,43,2.14,BR,1697128625
106,nilanga,18.1,76.7667,23.62,58,48,3.85,IN,1697128625
107,hadibu,12.65,54.0333,27.46,81,76,3.08,YE,1697128625
108,magadan,59.5667,150.8,-4.54,74,100,4.02,RU,1697128626
109,kodiak,57.79,-152.4072,2.73,60,100,6.17,US,1697128626
110,noosa heads,-26.3833,153.15,18.95,82,4,6.07,AU,1697128627
111,lautoka,-17.6167,177.4667,21.92,83,20,2.57,FJ,1697128627
112,margaret river,-33.95,115.0667,11.14,90,1,5.55,AU,1697128609
113,mityana,0.4175,32.0228,18.79,84,55,0.86,UG,1697128628
114,atoyac de alvarez,17.2,-100.4333,29.63,70,29,1.63,MX,1697128628
115,hobyo,5.3505,48.5268,27.32,80,5,4.78,SO,1697128628
116,kizilcahamam,40.4697,32.6506,14.79,45,0,1.08,TR,1697128629
117,gracias,14.5833,-88.5833,27.81,57,62,2.37,HN,1697128629
118,bethel,41.3712,-73.414,20.86,55,0,3.09,US,1697128629
119,puerto san jose,13.9256,-90.8244,29.09,74,61,2.39,GT,1697128629
120,vilyuchinsk,52.9306,158.4028,3.85,78,86,2.15,RU,1697128630
121,homer,59.6425,-151.5483,2.93,83,75,4.47,US,1697128519
122,ancud,-41.8697,-73.8203,11.34,58,12,3.53,CL,1697128630
123,ostersund,63.1792,14.6357,6.45,81,40,6.69,SE,1697128630
124,puerto baquerizo moreno,-0.9,-89.6,27.55,69,20,5.66,EC,1697128631
125,guozhen,34.3659,107.359,14.71,84,99,1.77,CN,1697128631
126,send,51.2888,-0.5267,17.45,87,75,1.03,GB,1697128631
127,bilibino,68.0546,166.4372,-6.69,91,100,2.72,RU,1697128632
128,saldanha,-33.0117,17.9442,18.03,82,5,8.24,ZA,1697128632
129,isangel,-19.55,169.2667,21.38,88,100,2.82,VU,1697128632
130,enewetak,11.3474,162.3373,28.18,76,47,4.07,MH,1697128632
131,nantucket,41.2835,-70.0995,21.03,73,75,4.12,US,1697128510
132,ushuaia,-54.8,-68.3,10.79,66,20,12.86,AR,1697128633
133,namsos,64.4662,11.4957,7.03,93,75,3.6,NO,1697128633
134,sabha,27.0377,14.4283,26.42,26,12,2.99,LY,1697128634
135,songea,-10.6833,35.65,28.64,32,0,1.54,TZ,1697128634
136,college,64.8569,-147.8028,-3.03,83,100,0.0,US,1697128570
137,usinsk,65.9939,57.5281,-1.07,98,100,2.24,RU,1697128634
138,haikou,20.0458,110.3417,26.07,83,0,3.0,CN,1697128635
139,westport,41.1415,-73.3579,21.61,62,1,0.89,US,1697128635
140,arraial do cabo,-22.9661,-42.0278,32.98,66,0,8.23,BR,1697128635
141,kulhudhuffushi,6.6221,73.07,27.18,76,100,1.55,MV,1697128636
142,hermanus,-34.4187,19.2345,15.08,84,59,5.34,ZA,1697128636
143,kittila,67.6647,24.8936,2.08,80,75,9.77,FI,1697128636
144,san luis de la loma,17.2706,-100.8939,28.56,74,7,2.16,MX,1697128636
145,belmonte,-15.8631,-38.8828,27.63,56,12,4.83,BR,1697128637
146,geraldton,-28.7667,114.6,18.23,59,96,5.14,AU,1697128637
147,alofi,-19.0595,-169.9187,20.94,94,98,2.06,NU,1697128638
148,lebyazh'ye,55.2689,66.4947,4.3,71,72,3.91,RU,1697128638
149,dakhla,23.6848,-15.958,24.32,63,0,7.11,EH,1697128638
150,indi,17.1667,75.9667,27.55,47,17,5.75,IN,1697128638
151,jedrzejow,50.6394,20.3045,15.2,96,100,6.17,PL,1697128639
152,ola,59.5833,151.2833,-4.21,56,99,2.98,RU,1697128639
153,kurumkan,54.3,110.3,10.63,63,59,2.24,RU,1697128639
154,guerrero negro,27.9769,-114.0611,21.06,59,43,6.16,MX,1697128639
155,port elizabeth,-33.918,25.5701,19.16,76,20,7.72,ZA,1697128640
156,georgetown,5.4112,100.3354,27.23,92,40,2.06,MY,1697128612
157,petropavlovsk-kamchatsky,53.0452,158.6483,3.03,73,75,6.71,RU,1697128640
158,touros,-5.1989,-35.4608,29.11,64,1,7.64,BR,1697128641
159,shantipur,23.25,88.4667,26.04,57,23,1.74,IN,1697128641
160,swan hill,-35.3378,143.5544,6.21,88,0,3.12,AU,1697128641
161,linhares,-19.3911,-40.0722,33.53,31,4,4.66,BR,1697128355
162,alva,56.1528,-3.8051,11.48,76,95,1.34,GB,1697128642
163,soure,-0.7167,-48.5233,31.26,59,76,5.71,BR,1697128642
164,buka,40.8108,69.1986,16.58,41,100,2.68,UZ,1697128642
165,san patricio,28.017,-97.5169,29.92,67,80,3.96,US,1697128642
166,tughyl,47.7252,84.2063,15.54,54,93,6.9,KZ,1697128643
167,lee acres,35.1487,-106.647,18.66,30,40,7.2,US,1697128643
168,burang,30.25,81.1667,4.26,78,6,1.53,CN,1697128643
169,fort st. john,56.2499,-120.8529,6.94,93,40,2.06,CA,1697128438
170,motygino,58.1831,94.7592,5.99,67,100,2.68,RU,1697128644
171,mar del plata,-38.0023,-57.5575,13.86,63,40,5.66,AR,1697128644
172,gereida,11.2811,25.1414,32.49,33,72,2.5,SD,1697128644
173,callao,-12.0667,-77.15,19.16,77,75,3.6,PE,1697128645
174,manaure,11.7751,-72.4445,33.79,55,62,6.14,CO,1697128645
175,ust-tsilma,65.441,52.1498,-0.77,81,100,5.36,RU,1697128645
176,palora,-1.7,-77.9333,27.06,41,72,2.35,EC,1697128645
177,maragogi,-9.0122,-35.2225,27.43,67,45,4.63,BR,1697128634
178,flying fish cove,-10.4217,105.6791,24.82,94,100,3.6,CX,1697128646
179,north battleford,52.7834,-108.2847,6.05,93,100,4.63,CA,1697128382
180,jiayuguan,39.8167,98.3,10.87,29,61,1.97,CN,1697128646
181,fort wellington,6.4,-57.6,32.31,55,5,4.49,GY,1697128647
182,qurayyat,31.3318,37.3428,26.1,27,0,2.06,SA,1697128647
183,juneau,58.3019,-134.4197,7.34,97,100,1.54,US,1697128647
184,pitimbu,-7.4706,-34.8086,30.33,70,23,4.89,BR,1697128648
185,aberdeen,57.1437,-2.0981,11.27,79,75,5.14,GB,1697128366
186,tolanaro,-25.0319,46.9987,21.04,94,75,7.2,MG,1697128496
187,cooper's town,26.8667,-77.5167,28.72,85,100,9.62,BS,1697128648
188,sayanogorsk,53.0875,91.3997,10.62,74,100,1.24,RU,1697128649
189,rosarito,32.3333,-117.0333,20.78,70,0,2.04,MX,1697128649
190,jacobina,-11.1806,-40.5183,33.6,22,0,3.59,BR,1697128649
191,hays,30.0502,-98.0336,22.47,87,100,2.24,US,1697128650
192,dhidhdhoo,6.8833,73.1,27.45,76,100,1.9,MV,1697128522
193,nar'yan-mar,67.6713,53.087,1.17,76,100,4.02,RU,1697128397
194,bolobo,-2.1667,16.2333,26.99,68,76,0.51,CD,1697128650
195,mount isa,-20.7333,139.5,16.87,72,25,0.0,AU,1697128651
196,kapa'a,22.0752,-159.319,24.18,84,75,5.66,US,1697128651
197,wailua homesteads,22.0669,-159.378,23.44,84,75,5.66,US,1697128651
198,pochep,52.9336,33.4464,13.18,90,100,6.53,RU,1697128651
199,la arena,-5.3466,-80.7109,30.65,42,84,4.32,PE,1697128652
200,makoua,0.0069,15.6333,27.44,68,73,0.84,CG,1697128652
201,conceicao do mato dentro,-19.0372,-43.425,35.98,26,9,1.32,BR,1697128652
202,labrador city,52.9463,-66.9114,8.95,87,100,2.57,CA,1697128467
203,sitka,57.0531,-135.33,11.94,71,100,7.2,US,1697128499
204,aligudarz,33.4006,49.6949,17.2,42,74,2.47,IR,1697128653
205,shenjiamen,29.9576,122.298,21.96,66,100,5.44,CN,1697128653
206,stanley,54.868,-1.6985,10.99,70,20,3.09,GB,1697128367
207,eyl,7.9803,49.8164,27.36,78,7,4.47,SO,1697128654
208,vernon,50.2581,-119.2691,9.61,71,6,1.03,CA,1697128512
209,iskateley,67.6803,53.1512,1.12,76,100,4.02,RU,1697128654
210,plouzane,48.3833,-4.6167,19.18,94,100,5.14,FR,1697128655
211,vyerkhnyadzvinsk,55.7815,27.9443,10.36,76,51,7.78,BY,1697128655
212,vizinga,61.0749,50.1031,3.61,96,100,4.22,RU,1697128655
213,qina,26.1642,32.7267,28.87,23,0,4.9,EG,1697128419
214,brisas de zicatela,15.8369,-97.0419,30.29,58,40,1.54,MX,1697128656
215,hasaki,35.7333,140.8333,15.22,52,2,5.31,JP,1697128656
216,peniche,39.3558,-9.3811,31.16,71,14,6.06,PT,1697128460
217,damasak,13.0977,12.4952,35.88,24,17,3.97,NG,1697128656
218,richards bay,-28.783,32.0377,22.89,85,100,5.93,ZA,1697128657
219,al faw,29.9776,48.4741,32.0,61,0,4.0,IQ,1697128657
220,hawaiian paradise park,19.5933,-154.9731,22.24,76,100,2.57,US,1697128657
221,haiku-pauwela,20.9219,-156.3051,23.91,83,20,0.0,US,1697128658
222,whitehorse,60.7161,-135.0538,2.43,80,100,8.75,CA,1697128658
223,kyaukse,21.6,96.1333,24.39,91,60,1.64,MM,1697128658
224,gelnhausen,50.2,9.1833,17.9,89,100,1.55,DE,1697128659
225,nadarzyn,52.0944,20.8078,15.48,87,40,3.09,PL,1697128659
226,sao paulo de olivenca,-3.3783,-68.8725,40.23,28,72,0.43,BR,1697128659
227,barra de santo antonio,-9.4047,-35.5072,29.6,70,39,4.89,BR,1697128659
228,colonia menno,-22.3667,-59.8167,17.63,67,100,6.72,PY,1697128660
229,sake,-1.5736,29.045,17.85,93,95,0.29,CD,1697128660
230,ciudad lazaro cardenas,17.9583,-102.2,27.75,79,60,1.6,MX,1697128660
231,timoteo,-19.5825,-42.6444,29.48,32,16,2.36,BR,1697128660
232,nemuro,43.3236,145.575,12.74,77,0,3.19,JP,1697128661
233,zhangye,38.9342,100.4517,13.54,34,100,2.45,CN,1697128661
234,waingapu,-9.6567,120.2641,26.19,77,55,4.61,ID,1697128662
235,kasongo-lunda,-6.4667,16.8167,24.39,82,36,2.35,CD,1697128662
236,berezovyy,51.6667,135.7,8.31,77,46,3.26,RU,1697128662
237,kresttsy,58.2452,32.5165,8.97,76,66,6.34,RU,1697128662
238,cabedelo,-6.9811,-34.8339,30.37,70,25,5.64,BR,1697128663
239,oranjemund,-28.55,16.4333,15.89,82,0,5.61,,1697128663
240,chongwe,-15.3292,28.682,31.32,25,65,2.03,ZM,1697128663
241,northam,51.0333,-4.2167,16.45,98,100,5.65,GB,1697128664
242,longyearbyen,78.2186,15.6401,-4.09,63,75,3.09,SJ,1697128664
243,selfoss,63.9331,-20.9971,5.02,71,100,6.88,IS,1697128664
244,kolpashevo,58.3131,82.9089,7.28,67,100,5.36,RU,1697128664
245,sola,-13.8833,167.55,25.45,82,93,9.7,VU,1697128665
246,atasu,48.6814,71.6433,5.48,80,100,4.93,KZ,1697128665
247,hithadhoo,-0.6,73.0833,27.84,71,35,5.84,MV,1697128665
248,spring creek,40.7266,-115.5859,6.56,60,100,2.37,US,1697128390
249,sarmiento,-45.5882,-69.07,11.62,44,17,1.48,AR,1697128666
250,ponta delgada,37.7333,-25.6667,22.4,78,20,7.2,PT,1697128666
251,bandar lampung,-5.4254,105.258,23.42,90,41,1.2,ID,1697128666
252,san pedro pochutla,15.7333,-96.4667,29.84,55,96,4.81,MX,1697128666
253,la'ie,21.6477,-157.9253,24.5,77,2,1.34,US,1697128667
254,tongchuanshi,35.0806,109.0897,13.75,81,94,1.2,CN,1697128667
255,maasin,10.1336,124.8447,27.51,77,23,1.64,PH,1697128667
256,nguigmi,14.2495,13.1092,31.06,41,16,3.65,NE,1697128667
257,kibiya,11.5263,8.6623,31.65,26,81,3.27,NG,1697128668
258,okondja,-0.6549,13.6753,25.95,78,88,0.81,GA,1697128668
259,swift current,50.2834,-107.8014,5.45,87,100,5.66,CA,1697128668
260,namibe,-15.1961,12.1522,20.05,79,17,3.76,AO,1697128668
261,kismayo,-0.3582,42.5454,26.19,86,99,5.95,SO,1697128669
262,port saint john's,-31.6229,29.5448,16.52,89,100,10.04,ZA,1697128669
263,le port,-20.9373,55.2919,24.0,94,41,2.22,RE,1697128669
264,black river,18.0264,-77.8487,32.36,62,16,7.21,JM,1697128670
265,puerto armuelles,8.2833,-82.8667,28.99,74,92,2.24,PA,1697128670
266,port alfred,-33.5906,26.891,17.32,90,97,0.45,ZA,1697128671
267,ivdel',60.6911,60.4206,3.99,59,100,3.58,RU,1697128671
268,portland,45.5234,-122.6762,15.35,94,75,1.79,US,1697128596
269,ceeldheer,3.8488,47.1806,27.1,80,67,5.6,SO,1697128671
270,port lincoln,-34.7333,135.8667,11.37,81,1,4.55,AU,1697128577
271,vila velha,-20.3297,-40.2925,29.97,65,20,7.72,BR,1697128518
272,saudarkrokur,65.7461,-19.6394,2.66,91,100,12.22,IS,1697128672
273,crane,31.3974,-102.3501,28.97,25,0,9.47,US,1697128672
274,lihue,21.9789,-159.3672,23.77,85,75,5.66,US,1697128673
275,mukharram al fawqani,34.8151,37.0861,22.6,62,42,4.15,SY,1697128673
276,georgiyevka,43.0369,74.7114,15.02,63,40,3.0,KZ,1697128673
277,sao luiz gonzaga,-28.4083,-54.9608,13.42,84,99,4.89,BR,1697128673
278,saipan,15.1355,145.701,28.39,89,40,7.2,MP,1697128674
279,manjeshvar,12.7,74.8833,24.66,87,100,1.65,IN,1697128674
280,retreat,38.8245,-85.8533,24.3,60,4,0.45,US,1697128674
281,trairi,-3.2778,-39.2689,30.17,59,31,7.74,BR,1697128657
282,santa terezinha,-29.9002,-50.0904,14.8,84,100,5.51,BR,1697128675
283,detroit lakes,46.8172,-95.8453,11.16,62,0,8.75,US,1697128675
284,lakatoro,-16.0999,167.4164,24.02,78,65,3.96,VU,1697128675
285,niquero,20.0431,-77.5828,31.85,62,34,7.19,CU,1697128676
286,alta,69.9689,23.2717,3.59,84,75,6.69,NO,1697128664
287,arteche,12.2645,125.4048,25.95,86,67,1.15,PH,1697128676
288,pazaryolu,40.4208,40.771,10.85,48,0,1.11,TR,1697128676
289,karor,31.2274,70.9492,27.84,18,0,2.36,PK,1697128677
290,tsetserleg,47.475,101.4542,4.92,47,0,1.85,MN,1697128677
291,boa viagem,-5.1275,-39.7322,36.01,23,2,3.48,BR,1697128677
292,tsiombe,-25.3,45.4833,21.59,74,59,7.12,MG,1697128677
293,hammerfest,70.6634,23.6821,3.25,81,75,5.14,NO,1697128678
294,kataba,13.9833,44.3833,19.14,62,11,1.19,YE,1697128678
295,ambodifotatra,-16.9833,49.85,24.87,70,45,4.98,MG,1697128678
296,kristiansund,63.1115,7.732,7.36,87,75,8.23,NO,1697128679
297,nsanje,-16.92,35.262,33.2,23,94,0.52,MW,1697128679
298,kazaure,12.6513,8.4162,33.76,21,27,4.05,NG,1697128679
299,san marino,43.9333,12.4167,21.79,81,13,2.06,SM,1697128680
300,vanimo,-2.6741,141.3028,25.32,92,34,2.4,PG,1697128680
301,luderitz,-26.6481,15.1594,16.61,70,18,10.66,,1697128680
302,saint-pierre,-21.3393,55.4781,23.82,78,100,2.57,RE,1697128680
303,swakopmund,-22.6833,14.5333,21.47,81,6,3.13,,1697128681
304,chardara,41.2547,67.9692,14.21,64,100,6.46,KZ,1697128681
305,hovd,48.0056,91.6419,8.87,45,21,1.14,MN,1697128681
306,remire-montjoly,4.9167,-52.2667,34.02,52,0,5.66,GF,1697128682
307,port augusta,-32.5,137.7667,10.74,83,0,3.39,AU,1697128682
308,uige,-7.6087,15.0613,22.39,90,90,0.78,AO,1697128682
309,majdal shams,33.2684,35.7694,16.31,86,18,1.69,IL,1697128683
310,ajaccio,42.0,8.9167,20.99,64,0,2.57,FR,1697128683
311,ibiza,38.9088,1.433,25.68,75,75,3.09,ES,1697128486
312,carora,10.1755,-70.0827,36.28,30,11,0.89,VE,1697128683
313,kirensk,57.7853,108.1119,10.01,62,88,5.81,RU,1697128684
314,vila franca do campo,37.7167,-25.4333,22.23,75,11,4.96,PT,1697128684
315,umluj,25.0213,37.2685,28.46,68,0,5.59,SA,1697128684
316,mareeba,-17.0,145.4333,19.4,98,43,1.16,AU,1697128684
317,lafia,8.4833,8.5167,27.5,83,93,0.9,NG,1697128685
318,kendari,-3.945,122.4989,22.94,92,76,0.28,ID,1697128685
319,san agustin de valle fertil,-30.6335,-67.4682,18.84,28,0,6.69,AR,1697128685
320,marrakesh,31.6315,-8.0083,34.04,20,40,6.69,MA,1697128620
321,constantia,44.1833,28.65,16.5,66,0,7.46,RO,1697128686
322,syktyvkar,61.6764,50.8099,1.85,100,100,4.02,RU,1697128686
323,la sarre,48.8002,-79.1996,7.18,89,100,3.34,CA,1697128686
324,baiona,43.4833,-1.4833,30.3,37,0,1.54,FR,1697128687
325,sassandra,4.95,-6.0833,25.9,87,88,3.19,CI,1697128687
326,mersa matruh,31.3525,27.2453,25.11,65,20,3.6,EG,1697128687
327,nuuk,64.1835,-51.7216,9.34,37,20,4.12,GL,1697128688
328,korla,41.7597,86.1469,17.99,35,0,1.99,CN,1697128688
329,harper,4.375,-7.7169,25.73,87,87,2.11,LR,1697128688
330,aral,40.5156,81.2636,19.99,23,0,1.74,CN,1697128688
331,dapa,9.7594,126.0531,27.74,76,67,2.4,PH,1697128413
332,lata,40.1629,-8.3327,27.25,30,45,3.14,PT,1697128689
333,cidreira,-30.1811,-50.2056,14.61,79,100,6.06,BR,1697128689
334,fauske,67.2588,15.3918,6.02,88,100,1.06,NO,1697128689
335,itagi,-14.1628,-40.0061,35.0,23,6,2.52,BR,1697128690
336,brusque,-27.0981,-48.9175,20.05,99,99,1.28,BR,1697128690
337,lengshuitan,26.4111,111.5956,19.31,68,99,3.03,CN,1697128690
338,paimpol,48.7784,-3.0438,21.3,78,100,2.76,FR,1697128690
339,bac lieu,9.285,105.7244,27.08,80,97,0.89,VN,1697128691
340,severo-vostotchnyi bank,39.4112,49.2479,15.74,57,93,5.18,AZ,1697128691
341,bengkulu,-3.8004,102.2655,23.47,95,67,1.24,ID,1697128691
342,abqaiq,25.9371,49.6776,28.9,38,0,2.5,SA,1697128691
343,pimentel,-6.8367,-79.9342,24.16,64,0,5.66,PE,1697128692
344,sandnessjoen,66.0217,12.6316,7.06,81,75,2.57,NO,1697128692
345,baza,37.4907,-2.7726,26.34,29,73,1.11,ES,1697128692
346,el colomo,19.05,-104.25,29.99,67,71,1.18,MX,1697128693
347,porto novo,6.4965,2.6036,28.9,81,98,3.15,BJ,1697128693
348,mangalia,43.8,28.5833,15.84,67,0,5.15,RO,1697128693
349,saynshand,44.8824,110.1163,8.42,42,1,1.89,MN,1697128693
350,howard springs,-12.497,131.047,25.46,73,11,2.11,AU,1697128694
351,garachico,28.7781,-17.7646,27.06,51,0,3.09,ES,1697128694
352,shingu,33.7333,135.9833,14.58,80,36,2.73,JP,1697128694
353,urzhar,47.093,81.6294,18.21,32,92,1.91,KZ,1697128694
354,lebu,-37.6167,-73.65,11.36,66,0,9.42,CL,1697128695
355,paramonga,-10.6667,-77.8333,20.93,74,95,3.85,PE,1697128695
356,kokopo,-4.352,152.2633,25.18,87,87,2.09,PG,1697128695
357,svetlyy,54.675,20.1347,14.64,92,11,10.13,RU,1697128695
358,abepura,-2.6333,140.5833,25.45,83,20,1.54,ID,1697128696
359,borba,-4.3878,-59.5939,41.19,20,54,1.85,BR,1697128696
360,utrik,11.2278,169.8474,27.69,74,58,4.49,MH,1697128696
361,haverfordwest,51.8017,-4.9691,16.42,94,100,2.68,GB,1697128697
362,christchurch,-43.5333,172.6333,11.06,89,84,4.63,NZ,1697128587
363,nema,57.5067,50.5011,3.86,89,100,7.99,RU,1697128697
364,st. john's,47.5649,-52.7093,14.04,97,100,2.06,CA,1697128697
365,murgud,16.4,74.2,24.01,77,62,0.82,IN,1697128698
366,preobrazheniye,42.9019,133.9064,14.69,62,10,4.02,RU,1697128698
